datetime,price
2024-01-01 00:00:00,0.12383
2024-01-01 01:00:00,0.11111
2024-01-01 02:00:00,0.11077
2024-01-01 03:00:00,0.10928
2024-01-01 04:00:00,0.11016
2024-01-01 05:00:00,0.11147
2024-01-01 06:00:00,0.10995
2024-01-01 07:00:00,0.10689
2024-01-01 08:00:00,0.10731
2024-01-01 09:00:00,0.10325
2024-01-01 10:00:00,0.07642
2024-01-01 11:00:00,0.0476
2024-01-01 12:00:00,0.0464
2024-01-01 13:00:00,0.04473
2024-01-01 14:00:00,0.04417
2024-01-01 15:00:00,0.05129
2024-01-01 16:00:00,0.06826
2024-01-01 17:00:00,0.0886
2024-01-01 18:00:00,0.09615
2024-01-01 19:00:00,0.10334
2024-01-01 20:00:00,0.1101
2024-01-01 21:00:00,0.11004
2024-01-01 22:00:00,0.09409
2024-01-01 23:00:00,0.08848
2024-01-02 00:00:00,0.09146
2024-01-02 01:00:00,0.07688
2024-01-02 02:00:00,0.0563
2024-01-02 03:00:00,0.06842
2024-01-02 04:00:00,0.06393
2024-01-02 05:00:00,0.06719
2024-01-02 06:00:00,0.08971
2024-01-02 07:00:00,0.09324
2024-01-02 08:00:00,0.12591
2024-01-02 09:00:00,0.12236
2024-01-02 10:00:00,0.16654
2024-01-02 11:00:00,0.16885
2024-01-02 12:00:00,0.16032
2024-01-02 13:00:00,0.15766
2024-01-02 14:00:00,0.10808
2024-01-02 15:00:00,0.10614
2024-01-02 16:00:00,0.10995
2024-01-02 17:00:00,0.12286
2024-01-02 18:00:00,0.17828
2024-01-02 19:00:00,0.18355
2024-01-02 20:00:00,0.17835
2024-01-02 21:00:00,0.17351
2024-01-02 22:00:00,0.11547
2024-01-02 23:00:00,0.10655
2024-01-03 00:00:00,0.04314
2024-01-03 01:00:00,0.03937
2024-01-03 02:00:00,0.04027
2024-01-03 03:00:00,0.03927
2024-01-03 04:00:00,0.03972
2024-01-03 05:00:00,0.0383
2024-01-03 06:00:00,0.04071
2024-01-03 07:00:00,0.08847
2024-01-03 08:00:00,0.12954
2024-01-03 09:00:00,0.13479
2024-01-03 10:00:00,0.18064
2024-01-03 11:00:00,0.17219
2024-01-03 12:00:00,0.16962
2024-01-03 13:00:00,0.16946
2024-01-03 14:00:00,0.12623
2024-01-03 15:00:00,0.13338
2024-01-03 16:00:00,0.13556
2024-01-03 17:00:00,0.16046
2024-01-03 18:00:00,0.21652
2024-01-03 19:00:00,0.22924
2024-01-03 20:00:00,0.24035
2024-01-03 21:00:00,0.24178
2024-01-03 22:00:00,0.16874
2024-01-03 23:00:00,0.15673
2024-01-04 00:00:00,0.13392
2024-01-04 01:00:00,0.13254
2024-01-04 02:00:00,0.1287
2024-01-04 03:00:00,0.11584
2024-01-04 04:00:00,0.11204
2024-01-04 05:00:00,0.11153
2024-01-04 06:00:00,0.13104
2024-01-04 07:00:00,0.13345
2024-01-04 08:00:00,0.15858
2024-01-04 09:00:00,0.1618
2024-01-04 10:00:00,0.20895
2024-01-04 11:00:00,0.20328
2024-01-04 12:00:00,0.20195
2024-01-04 13:00:00,0.19708
2024-01-04 14:00:00,0.15409
2024-01-04 15:00:00,0.16232
2024-01-04 16:00:00,0.16429
